SPO_kernel,ETO_kernel,n
2.7130230446265813,1.8519730441073383,50
2.694042566321804,1.7878857629057061,50
2.952247149570431,2.445764904425196,50
2.2949924864244995,2.0394798817728788,50
2.213126970344625,1.9679872321789704,50
3.066647363973983,2.1296176810563607,50
3.088006021056825,1.9924109394332925,50
2.9459944751690115,2.2792507270030375,50
2.242614055610436,2.427529055675288,50
2.4224066873730377,2.1403644052564172,50
2.4958998907653744,2.15841156800694,50
2.320745826410727,2.4112031747036,50
2.6198896328874692,2.3714347605317743,50
2.48011877061793,2.032592193257194,50
2.5765229324719408,2.7259433928412755,50
2.9789981815822433,3.0306857876360156,50
2.598431933133625,2.1023846293052775,50
2.778640087398855,3.2979198233923093,50
3.138750087823415,2.0568715725644533,50
2.3979989534509167,1.8682483716543763,50
2.6455388302609877,2.079848615442751,50
2.7969721502374343,2.086760503820677,50
2.4185262329350903,2.6605808606717427,50
3.019293638600594,2.104949028655182,50
2.502622921975194,2.631312532095211,50
2.2821818932777584,1.9442018735755575,50
2.3504169491862084,2.006510455980856,50
2.620397430101445,2.2915030945198698,50
2.3015934346514157,2.078189729169383,50
2.9199523504219314,2.473461185542352,50
2.8491187179253155,2.397776673414824,50
2.454645005153446,1.846743623413999,50
2.908427683292696,2.581917260805343,50
2.6744483447128373,2.0989205744939063,50
2.6230703141353793,2.0218660157661175,50
3.007617665500812,1.8829986169539832,50
2.8986589957707127,2.2657442059199155,50
2.44420610018282,1.9175532546519736,50
2.663849208536877,1.8909857972381283,50
2.53050117634422,1.9073071160340584,50
2.9211394815633276,2.2761603796970764,50
3.2346280827889413,2.128633777437692,50
2.295776911036218,2.293242339633531,50
2.491018273238258,2.027946888508057,50
2.457924918958238,1.65610956124751,50
2.516940102057086,2.4236211040092916,50
2.687756429898367,2.4445045317925147,50
2.590187301845483,1.9761888595095911,50
2.3469395867538507,2.5740433819152644,50
2.7244400316955315,2.2379848118643353,50
1.9977297905868832,1.3177352989895212,100
2.0170911651589742,1.3865298270417403,100
1.857626118057148,1.2563723908611857,100
1.7541483015835495,1.793143591062131,100
1.608937697195836,1.036158530025662,100
1.8220183018760951,1.2125937950944266,100
1.7653759391466552,1.16445514763401,100
1.9208225286616325,1.369487431981762,100
1.4710679512308995,1.2535599100150436,100
1.8840378849067112,1.403575954870456,100
1.7798589448740516,1.5487072583049728,100
1.6470779262848805,1.229594479281018,100
1.8085043046064264,1.3502241010433984,100
1.9218952550278168,1.4507209642968704,100
1.783193744590739,1.4744162804825092,100
2.0092027854762833,1.398882498740877,100
1.9447754721494792,0.9936557644037182,100
1.5179073426801626,2.166906765978951,100
1.6302045236130014,1.2241314756328965,100
1.661955135785058,1.1557951802293112,100
1.6107891410299848,1.1156986133342917,100
1.8373907727361225,1.152720339721545,100
1.799114047146953,1.2067498603458664,100
2.3324832589188635,1.4076918263375116,100
2.047728935178373,1.1363540366213305,100
1.7920659301908046,1.3125282951781052,100
1.6115862116608204,1.183685697140992,100
1.8310819944678935,1.2993682412962346,100
1.8529097978470412,1.5287665570072717,100
1.9330787435819503,1.4973244083830215,100
2.3924773584398453,1.148070318682826,100
1.6719396259714794,1.3477651335121836,100
1.8264763285454928,1.3810530466492128,100
2.0212984371101896,1.5097749789539343,100
2.370806127244454,1.7684615463920617,100
1.881913071114568,1.3282495291809084,100
2.2397275718071388,1.887142750640693,100
1.8077395361085389,1.1386186074131652,100
1.6251220117436214,1.2112969382834309,100
1.884513024400177,2.0033410746426457,100
1.8715647004754512,1.5996683425911604,100
1.8524431754100656,1.2937816376349265,100
1.5997658934548105,1.208849584582032,100
1.6917753978668866,1.0731842999037002,100
1.4812458579314334,1.1038801019853997,100
1.7695648323666568,1.930445265485216,100
1.880375475842387,1.5747109691959298,100
1.6247162935479014,1.2146182775179668,100
1.5419660078396096,1.5348761940554654,100
2.1862832536751218,1.5747968367768748,100
1.488492549518265,0.7549201509461366,200
1.2786420538644334,0.7715599542937841,200
1.3184914726417076,0.6677459610781407,200
1.3206660583887808,0.9867596176028084,200
1.3502228775313678,0.6895208047489004,200
1.2278471425928734,0.7309842359233409,200
1.3729637411008664,0.7152512632077803,200
1.3893546919202573,0.7663882864467094,200
1.1284010592778484,1.1644639140310862,200
1.2384310429989218,0.9652739822484326,200
1.3306539959583397,0.7977169829743926,200
1.335610731292186,0.8382524008738704,200
1.3191408780687093,0.723422985546918,200
1.361027943636338,0.9086054631636132,200
1.3215044567816017,0.8875174072789589,200
1.237577337496071,0.7548413645407914,200
1.2660792110533012,0.727593077382888,200
1.2562067378656072,1.3237832174282878,200
1.1058306327749152,0.6666923486263797,200
1.2141804332127242,0.7376791034051806,200
1.02917578091562,0.6997305993892852,200
1.2878379343372282,0.812585727865937,200
1.2712987347582378,0.8079598888284402,200
1.2542692232955637,0.655252933961793,200
1.375340846755266,0.6550059360430767,200
1.206614709952465,1.0628778644572414,200
1.2867268542528374,0.6203850964524422,200
1.3157737469110975,0.8985380796559627,200
1.1393495484728606,0.7694794037062748,200
1.341031749037381,0.8193301765412466,200
1.4452347202863345,0.79786200499906,200
1.10662201745774,0.5860114206119598,200
1.1946107490743023,0.7439095172761988,200
1.3095582004080275,0.816877064672818,200
1.3132224222018047,1.0419825023972349,200
1.2637066135862596,0.7884091030820323,200
1.1176131601387058,1.2117127704539414,200
1.2793211561674802,0.7747531055925083,200
1.2953016496319083,0.6868607162391354,200
1.3633615150625769,0.8395498451321605,200
1.293572194224612,0.8256492548350238,200
1.147729116304738,0.700760174878789,200
1.2496186235854214,0.7845032697192443,200
1.3191725702762969,0.7672328898525524,200
1.238658760761405,0.6433226092511026,200
1.3193299607302975,1.1020705727476323,200
1.210316852159625,0.9069584306865678,200
1.1181598733424385,0.8006524732487283,200
1.4215051082156862,0.7810556487823334,200
1.3477900065738564,0.8653192809194599,200
1.1752935745070987,0.6015631538741167,300
1.1602180582588522,0.5683837677930464,300
1.0066420199998782,0.5980700629459772,300
1.1841737196679831,0.6560688290140829,300
1.1336189986081673,0.4658539175866942,300
0.9940155094416808,0.5817421444525821,300
1.1430639840519914,0.8465674365442984,300
1.1557281078553436,0.6345787827801521,300
0.879360378809169,0.48534523602404567,300
1.075741455150447,0.6888520477139931,300
1.0257996593118544,0.47909470381354274,300
1.008936870914778,0.6221010963052257,300
1.1454574702478135,0.9417189841437544,300
1.2531600232931812,0.7024250674995479,300
1.2296086804065227,0.6722609195547702,300
1.1300386483705682,0.47047420525120304,300
1.2436536374652056,0.6426255644252997,300
0.984079277071736,0.5665473535726022,300
1.2153975755500297,0.793667986458991,300
1.1206471308768862,0.6215345760750587,300
0.9986184606286468,0.5068469289005075,300
1.1396637669613003,0.5439891134222781,300
1.1964006972352097,0.5413865390091694,300
1.0118725825512564,0.5484242291080985,300
1.2756572938915638,0.8752493655005953,300
1.1243445762377895,0.9174844083074558,300
1.0583588766521912,0.5342250957662329,300
1.0410146880770657,0.5395125888250206,300
0.9660429022698864,0.5604877228904203,300
1.0705638305657297,0.5827397802155323,300
1.122235053386142,0.6221408661273161,300
0.9774687115080742,0.4890324881173526,300
1.0846046217395364,0.5039784212626639,300
1.1340048682762074,0.5528532718353217,300
1.1102042661275295,0.8098610062837643,300
1.1806642935116791,0.6428489452344108,300
1.0879453602490596,0.5017643963187494,300
1.2660477578358544,0.4455817053859053,300
1.2459765935150082,0.6102352945278833,300
1.0440813816668602,0.7751743095342122,300
1.1732288198308558,0.7009192741551259,300
0.9680263739609648,0.47703349771073095,300
1.1350237962341894,0.6323882919409581,300
1.149049513944559,0.5679476815501837,300
0.9369465133583194,0.4669161036642237,300
1.0999361440278224,0.8916806678309104,300
1.0016331522783162,0.855263468527783,300
0.960252604754483,0.9519390227340068,300
1.082231288150613,0.529987858495462,300
1.1001390615072526,0.6466232447144274,300
1.0201516810104505,0.5362590675466964,400
1.073393025766819,0.5024278254747885,400
0.8734878350197097,0.4910663742775086,400
1.100267576385801,0.5054751966370591,400
0.8988602932336839,0.42576485383944385,400
1.0291133311784568,0.4766048683853849,400
1.0820444150282404,0.7066695073327387,400
0.9892800073460356,0.40678774616978897,400
0.8585982190854871,0.3613431699685544,400
1.080172603974288,0.5691646815324343,400
1.0638888923576124,0.37805969367276415,400
0.8492433745759689,0.44035113759033734,400
1.0901233005696216,0.7964030636689726,400
0.9969674480438664,0.5098356660334068,400
1.089033341126199,0.5081284628548479,400
0.9946644717245744,0.3787016851702188,400
1.0866164203422366,0.5049530016934515,400
0.8235511529011813,0.4448592105683112,400
1.0012997470971032,0.47243123294614137,400
1.0857412806181324,0.48887363455779986,400
1.020447149314295,0.42405046609384633,400
1.1575527223987143,0.43625485131464614,400
1.1165878063369503,0.73954208516434,400
0.9727133084345496,0.48413565021194543,400
0.9437468094138004,0.7474528461407081,400
0.9636385637494704,0.7856741338730491,400
0.9238031484084358,0.4476949488824,400
0.9082327074679784,0.4423808198036137,400
0.8538246158739121,0.38951480959949897,400
0.95754883570375,0.4867103001936387,400
0.9267445471968154,0.4621954762148039,400
0.9982681428628656,0.4068724016216984,400
0.9351052014033692,0.4599752795140791,400
0.8793667461458563,0.4099895863326525,400
0.9870715855648612,0.7001834844053767,400
0.94502653988495,0.4984940800735917,400
1.0079044101592876,0.417190385554794,400
1.1101609449170382,0.3748437606274695,400
1.0868377612035844,0.4739056855349496,400
1.044963558871167,0.4711888357170319,400
1.007011101021725,0.4531268660820885,400
0.8822999084001559,0.6342965686400455,400
1.0199722357383796,0.48189903079699786,400
0.8958792211641542,0.44886216042371335,400
0.8229728549871987,0.4086263637874644,400
1.0027020564344395,0.4291113733386984,400
0.9716699334636584,0.7261388498089844,400
0.932353860149008,0.5083676206804264,400
0.9290436824919406,0.3894441004751062,400
1.0456963013138485,0.489063120801219,400
1.0223936988184057,0.3922689343811058,500
0.8876716774167892,0.3976275784884844,500
0.7765667729942859,0.33873408568896607,500
0.8716799725130105,0.4619058375534458,500
0.9967148255141204,0.4171545540037917,500
1.0490514557658022,0.40911793452152234,500
0.991232615793262,0.5402563843723345,500
0.8969125968296155,0.5464674129046305,500
0.8182017419475401,0.31498729389813684,500
0.9807638953744116,0.4520430216309557,500
0.8869139577775205,0.2879998224200223,500
0.7911150739606001,0.32547512863220557,500
0.9228471980149908,0.724674272795897,500
0.9639574750411316,0.3308429037329796,500
0.996639630275305,0.4519376488197671,500
0.8408201175055208,0.31183133047097333,500
1.0080147626469298,0.3906766619200117,500
0.8527653975093881,0.35612842700922076,500
0.8859070900748726,0.3758290743296938,500
0.9150802683962908,0.43421939222616024,500
0.9770913111081704,0.345403073359577,500
1.0642162320541877,0.5199362990224842,500
0.956680840368514,0.3605983537554496,500
0.8491472201685212,0.38789260504173434,500
0.8454910045301934,0.4364414609210994,500
0.990199829940596,0.6005248571498201,500
0.8530345015610927,0.3069473907328345,500
0.9700186090796008,0.4007221620132242,500
0.7967739844227977,0.32828372634641084,500
0.9459688058030588,0.39352612965347633,500
0.8341457003252186,0.35043992570573096,500
0.961455111549574,0.35747708607460726,500
0.9908712791709304,0.33767960380356377,500
0.9183062007699194,0.33810513998716224,500
1.0030011410201911,0.6431328717184736,500
0.9584862040520732,0.41350336924803704,500
0.8419967829380256,0.3187559720288054,500
0.9054460890422086,0.5047539983839099,500
1.0058111882048697,0.4067527645090778,500
1.0188332779953386,0.41089290729725575,500
1.0118547575774894,0.42586976716734026,500
0.8903971835220963,0.5246937147258885,500
0.932750693269512,0.3431077167304282,500
0.9038739014462152,0.4261638621298068,500
0.8696129412882816,0.39933065622498254,500
0.9727188283077932,0.3606424837910368,500
0.8384883068131115,0.5738435764718923,500
1.0187104297388516,0.41997393846743536,500
0.9229751652806044,0.3298898816302119,500
1.0003646657423533,0.3544423789616061,500
0.8810304952267869,0.36478680991148166,600
0.8896198915236507,0.34930057646791696,600
0.8214352404160905,0.3627938223540893,600
0.8663981600166386,0.6473552865215076,600
0.956918230049529,0.3848053667988685,600
0.9273037830700892,0.34073090536415096,600
1.1063244379291228,0.3748120724064817,600
0.832366144997939,0.3212730084103639,600
0.8778627036355633,0.27596890057265855,600
0.9310252450175152,0.3833224577360587,600
0.7543081914803236,0.26955548072133945,600
0.7661015004203453,0.2928236518630368,600
0.8659256303680298,0.5987312275640919,600
0.9905387173164564,0.40398533832362987,600
0.9678769334053124,0.3638923601366325,600
0.8102925338609105,0.2551427488580982,600
0.8793438580161281,0.3117208550463944,600
0.8193579868011395,0.2969311588904332,600
0.8665151291028776,0.2660541399371888,600
0.8725447941088481,0.36484974276111554,600
0.8581018618590004,0.285800167957819,600
1.0059348806273114,0.5726327798003032,600
0.935119429928032,0.297809826034481,600
0.8060672752504087,0.3481031935565995,600
0.876427618299443,0.5748062393432586,600
0.8540516504266259,0.4477536079848847,600
0.8643754856480876,0.25271965428255416,600
0.8260647818209214,0.3396964182362168,600
0.8637833697560915,0.307090141869829,600
0.908291748581702,0.3753641403955909,600
0.8490926596007875,0.4952115811245552,600
0.860194410386492,0.33106615280473,600
0.9315387414691552,0.26787888375274677,600
0.9089436590059606,0.27125015761666377,600
0.8915317395979179,0.5426734544509574,600
0.7906885446925199,0.37365787428246183,600
0.8284318971580654,0.30366890183571404,600
0.8405932550934668,0.5491339593897906,600
1.02848708874985,0.33896163221444975,600
0.8413911911170326,0.35431176725839325,600
0.8969354093936015,0.3987926772932765,600
0.8033358580836073,0.4860609587810723,600
0.9036507563731918,0.3273001494985127,600
0.9068057789235698,0.3475700192347028,600
0.778911961948205,0.29857602787241994,600
1.1726944728217932,0.301013477573642,600
0.885629249529693,0.4888750463630986,600
0.9202397826071238,0.3380986854405239,600
0.8703719604313163,0.2961516827727717,600
0.826363000002767,0.30273748992105126,600
0.7545766893627555,0.3115356487177491,700
0.7727475943138205,0.2668602399864297,700
0.8071855507221085,0.2555788706694869,700
0.8923061139266473,0.589608175054263,700
0.8089048457347034,0.3141074785254029,700
0.8215744125271617,0.3044815090256794,700
0.9848424214941202,0.27242444735997023,700
0.7416048321367477,0.41789160058715774,700
0.8076822204839704,0.4083871320389688,700
1.0874213289640449,0.37677196345042263,700
0.7387306756262223,0.23585031909878285,700
0.8057953419312209,0.23713456182784476,700
0.9187466964403372,0.5960336147649183,700
0.924985979577128,0.3705057663885622,700
0.9469831454054268,0.4087366675617533,700
0.872146396942597,0.2504729052731625,700
0.7973050438846255,0.2973918160330378,700
0.8016322070480543,0.2411862355217806,700
0.8020971152950123,0.3231877868432615,700
0.778219628727022,0.3392140515959947,700
0.7517953498561846,0.2964169128016437,700
0.898567871209297,0.45183157869426827,700
0.8486467755364706,0.25758430523965203,700
0.75361340403539,0.5692663607605515,700
0.887669654162743,0.3110134966808234,700
0.9325012067267632,0.4672074340009216,700
0.7465834515421065,0.2569666864206236,700
0.8484736590642743,0.28536758743760876,700
0.8550049614434829,0.27425117625232664,700
0.8417567794166789,0.31873783422212176,700
0.8803561048521293,0.45401926477618393,700
0.8305699413245735,0.2553427669666132,700
0.8569784003869676,0.28582719677095575,700
0.9029159108332334,0.2563321388666432,700
0.8513918342947013,0.4708823486175429,700
0.782396881149211,0.3577344062407572,700
0.8973638430210559,0.45214283718353887,700
0.9693577341867432,0.5253836293301254,700
1.0395026759914892,0.29182876577465044,700
0.778685574275666,0.31107908646321714,700
0.8091303139392392,0.37087464602032955,700
0.8051349510071616,0.4866764974829644,700
0.9437000734502164,0.3037296920294771,700
0.8428217874294879,0.31108337941297826,700
0.7863380985633074,0.2806122598075445,700
0.969432940385802,0.3539027297558371,700
0.8582306464890195,0.438790772973882,700
0.8259119540974157,0.301859520146906,700
0.8879420243286728,0.24308221343525177,700
0.8537904631106896,0.3146019522799347,700
0.8145750672063131,0.3098332273206154,800
0.8707572862843198,0.25999366023338427,800
0.7421246970971723,0.2067750699844735,800
0.873260872495116,0.5355483903881185,800
0.8122718676361628,0.29186592305163683,800
0.8063513487989684,0.26691143526839034,800
0.9086318339804746,0.23225960145190871,800
0.9138492384830744,0.22837633210031255,800
0.9033075568716008,0.2528895249512687,800
1.0057667681323492,0.2447480185826303,800
0.7568999814983098,0.2264452535117533,800
0.8226372021853656,0.2370406363993661,800
0.8953522356583304,0.4806809028544172,800
0.917278417522942,0.32474246527187445,800
0.8967439497284899,0.382936703007831,800
0.8123188419444781,0.2556613434431586,800
0.8497911180850537,0.25837959171815983,800
0.8405663821858433,0.25432678599831565,800
0.7509403465290715,0.33388101537356846,800
0.8777142929678646,0.2648736513849504,800
0.8387940126434467,0.2824561572485536,800
0.918045347257757,0.258492950836839,800
0.8462901053346045,0.23133811041507552,800
0.7323856403849512,0.4927148301646677,800
0.9215617641126318,0.31454949548342603,800
0.8648102332345503,0.3807133244517078,800
0.7528934539600154,0.22877997053625385,800
0.7188730608990037,0.2658896563704971,800
0.8371563045696563,0.2511159256422866,800
0.8770304063448529,0.2950099237083297,800
0.920148348111581,0.444955704193124,800
0.8776578575724816,0.26036044186625656,800
0.8050142661161398,0.2866414444851915,800
0.9400309088157864,0.22024889946365828,800
0.8702661499402641,0.4324277956008568,800
0.7713861023935438,0.3201963489875775,800
0.9246759888233824,0.24436856065855952,800
0.8110932661083002,0.4941810372318827,800
0.924503779619431,0.2697045676026328,800
0.7749320044748693,0.28475052711299476,800
0.8248543083274282,0.3124836817773132,800
0.8178770928964875,0.4609985357551052,800
0.809163221473739,0.2805887657782318,800
0.8656362024894542,0.26014681578926635,800
0.7142760847940457,0.23885558704577317,800
0.8039304459894981,0.3033316439619172,800
0.8140593023540543,0.36354640089002294,800
0.8237392422203142,0.25617344692807514,800
0.8099219793033632,0.23189134545232745,800
0.8652897891025151,0.2895729620603654,800
0.8326697040063604,0.2735082847601445,900
0.8332913776808101,0.2400135060612216,900
0.7224992167956173,0.22264666519247173,900
0.8247934008706436,0.4921015636052416,900
0.7668028335773674,0.30371017959740776,900
0.8499610443017126,0.24984193009505692,900
0.9072960044914592,0.2053945633562917,900
0.8143823678022518,0.4134197855347858,900
0.7564580318440435,0.22965987940753663,900
0.9129236183847632,0.21634760863029423,900
0.8048145371368346,0.21027972022974137,900
0.7955434534426973,0.2579836863298543,900
0.7676911639013232,0.43481845616292425,900
0.8369615595039329,0.24008874467601832,900
0.7312367400262397,0.31158908191794193,900
0.7522929605290719,0.23166280321346408,900
0.8945211765276556,0.2703508057592564,900
0.7774690573428549,0.2387664475433658,900
0.814566800950957,0.30104726901043133,900
0.8028700634172455,0.22698151594616792,900
0.800351418719054,0.26126586887080666,900
0.8774431875938621,0.2445360412192244,900
0.7434674293979326,0.204310630659456,900
0.8080927194991336,0.4424956006654397,900
0.913712235910442,0.2712194484676467,900
0.7351837600023097,0.34627910299979053,900
0.7000820869835884,0.1998219015012332,900
0.7552851633033189,0.24618245205452996,900
0.735861172183468,0.21556111177914403,900
0.756674627053376,0.3207374754342002,900
0.8103258890494726,0.3506136552153209,900
0.7634936104958358,0.2706739623607459,900
0.8230945852712673,0.237898562464568,900
0.9187798970966582,0.1896280688538925,900
0.7954045344517793,0.45034155493527106,900
0.7826890584520091,0.2886251398102328,900
0.8246910616591338,0.36676805980119587,900
0.7684713998654624,0.4773920628130201,900
0.8091594042071069,0.23572801500337964,900
0.8022974545206037,0.2628464688269855,900
0.8019782456550391,0.27179946279214745,900
0.8061667795252114,0.4283244155676482,900
0.890631820385985,0.24517804945486352,900
0.7266782103425298,0.2717260543593754,900
0.7177970347792267,0.21677814730679013,900
1.0349309118211616,0.272744125486117,900
0.7434074698528188,0.3060123237708149,900
0.8098046087590111,0.22246814303036017,900
0.9826892634273718,0.22240553253284856,900
0.8382549529118744,0.22215506212225528,900
0.8600465105406971,0.26758091536510487,1000
0.7472014516683367,0.21156781837653144,1000
0.7693438537839272,0.21233893373003945,1000
0.8150538028946385,0.36088034693397414,1000
0.7767702229061152,0.2230417033301263,1000
0.7697194700112082,0.2539306470841668,1000
0.9172704812648442,0.21353898794566972,1000
0.8154353418258107,0.3640973193129003,1000
0.7950769352301673,0.23789468670249728,1000
0.85784721537874,0.19170336518536785,1000
0.7529328141396777,0.2183792066099224,1000
0.7169083378501759,0.2481069958847856,1000
0.7501038171113451,0.3182989559088202,1000
0.8627423458180514,0.2071971934911752,1000
0.7924756914077388,0.3341469245598885,1000
0.7145364633461031,0.2052419435649633,1000
0.8137044011130328,0.24608620718225857,1000
0.8208941293157178,0.2125849503011594,1000
0.7592073573929615,0.28943868392992017,1000
0.8154243769013824,0.207107426103082,1000
0.8164032885019027,0.24284260236431077,1000
0.8385082147189072,0.24999530921340227,1000
0.7554868419083054,0.17494695180272948,1000
0.6949716177669495,0.39050261142488646,1000
0.8402988238409871,0.433144144695759,1000
0.805090684574248,0.33554363887273225,1000
0.718343433386432,0.18625542593190447,1000
0.7833899096922429,0.21619845020369777,1000
0.8004227941776878,0.18671473503878497,1000
0.8030745326342127,0.28065377115372103,1000
0.801843377481789,0.34489006653482845,1000
0.7627566555664752,0.26383809816626835,1000
0.8744491583087368,0.2412244115167942,1000
0.7718031254340688,0.20378795831479068,1000
0.8430017560074832,0.48271353604713807,1000
0.7544063853297162,0.27526565048219226,1000
0.7363083111460125,0.27456596527391375,1000
0.8203720243810225,0.43987761237101686,1000
0.8177092124428854,0.23872106609460628,1000
0.6667695696070625,0.248705421314533,1000
0.8046886512473959,0.24079798059901744,1000
0.8044652590253917,0.4483173897051339,1000
0.8429744386416904,0.2580579291169891,1000
0.7394490065830447,0.2525336828013436,1000
0.7218315301133371,0.19851051673005332,1000
0.7829125582372586,0.263070788130008,1000
0.7935863778068847,0.2707603507332836,1000
0.8564309528989487,0.20096421358230207,1000
0.8049727295587501,0.20020137668795707,1000
0.7673655644745493,0.17987567804068277,1000
